,model_uuid,model_path,ampl_version,model_type,dataset_key,features,splitter,model_score_type,feature_transform_type,model_choice_score,best_train_r2_score,best_train_rms_score,best_train_mae_score,best_train_num_compounds,best_valid_r2_score,best_valid_rms_score,best_valid_mae_score,best_valid_num_compounds,best_test_r2_score,best_test_rms_score,best_test_mae_score,best_test_num_compounds,rf_estimators,rf_max_features,rf_max_depth,max_epochs,best_epoch,learning_rate,layer_sizes,dropouts,xgb_gamma,xgb_learning_rate,model_parameters_dict,feat_parameters_dict
353,0a3031aa-6efb-4dee-9e7f-bfd7cfcc56e9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_0a3031aa-6efb-4dee-9e7f-bfd7cfcc56e9.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.15545434897220844,0.93478397187028,0.5166074900144529,0.39819043468243936,359,-0.15545434897220844,0.8632580681149802,0.7051153579644714,77,-0.2256823459975572,0.8408854976819344,0.6797550781867576,78,,,,,,,,,0.3588795025176032,0.038264187659281655,"{""xgb_gamma"": 0.3588795025176032, ""xgb_learning_rate"": 0.038264187659281655}",{}
287,abe33d8b-0472-49c8-bedb-940f9ff18ca8,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_abe33d8b-0472-49c8-bedb-940f9ff18ca8.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.16341015646290735,0.9220888101990148,0.5646553458192479,0.43370984138143254,359,-0.16341015646290735,0.8662249241351907,0.7350451122401974,77,-1.5870417039277473,1.2216579118012103,0.9921810479568008,78,,,,,,,,,0.22878458429481952,0.07081530391573247,"{""xgb_gamma"": 0.22878458429481952, ""xgb_learning_rate"": 0.07081530391573247}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
312,7fa7936d-7e62-4b7a-98fe-49a21e0be8d9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7fa7936d-7e62-4b7a-98fe-49a21e0be8d9.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.16533762837031718,0.90576672417605,0.6209915207390464,0.488813645942256,359,-0.16533762837031718,0.8669421833215146,0.7307865260722307,77,-1.3413510355211824,1.1622007810161616,0.9519165855924552,78,,,,,,,,,0.49926675060624637,0.3245187409256519,"{""xgb_gamma"": 0.49926675060624637, ""xgb_learning_rate"": 0.3245187409256519}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
295,83508b98-bb0d-4753-8e70-de31f71367b9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_83508b98-bb0d-4753-8e70-de31f71367b9.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.16539006887459196,0.9418251988943039,0.4879226503488882,0.34516085596476126,359,-0.16539006887459196,0.8669616894168789,0.7262929625932911,77,-1.1296427670528169,1.1084121479232112,0.9169933015390296,78,,,,,,,,,0.07953008927505067,0.24486912773099148,"{""xgb_gamma"": 0.07953008927505067, ""xgb_learning_rate"": 0.24486912773099148}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
307,801e87f1-049b-4c17-a050-729f9af868a9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_801e87f1-049b-4c17-a050-729f9af868a9.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.16637634278012614,0.9100432101786656,0.6067370285083203,0.47308548477917217,359,-0.16637634278012614,0.8673284682664032,0.7388381828016313,77,-2.165449359380643,1.351342955850483,1.1007607417870233,78,,,,,,,,,0.4049092975452472,0.2315189343711939,"{""xgb_gamma"": 0.4049092975452472, ""xgb_learning_rate"": 0.2315189343711939}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
360,e51592be-b47c-4d41-8229-9ff7dee2069e,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e51592be-b47c-4d41-8229-9ff7dee2069e.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.17023492378744942,0.9691606861445976,0.3552514663849447,0.26119932420164427,359,-0.17023492378744942,0.8687619223610216,0.7037649753550224,77,-0.5236481763315461,0.9375409482904249,0.7606467803542306,78,,,,,,,,,0.07875993270168986,0.04150275745546079,"{""xgb_gamma"": 0.07875993270168986, ""xgb_learning_rate"": 0.04150275745546079}",{}
315,4c56bf64-2378-4a36-a23a-b7483763ed7d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_4c56bf64-2378-4a36-a23a-b7483763ed7d.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.17309414674953905,0.9315873740808671,0.5291169279687445,0.39308437906121435,359,-0.17309414674953905,0.8698225934126705,0.7402200147500118,77,-1.8371664679920476,1.2793527478284763,1.0484385978158373,78,,,,,,,,,0.13959008750792928,0.2293340816837566,"{""xgb_gamma"": 0.13959008750792928, ""xgb_learning_rate"": 0.2293340816837566}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
274,bebc81ff-08f4-4246-8c58-e1098a8339c4,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_bebc81ff-08f4-4246-8c58-e1098a8339c4.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.17764327196238372,0.9287187377784936,0.5400963179534782,0.4010215549134551,359,-0.17764327196238372,0.8715074978974676,0.7264669163085755,77,-1.3263696910605036,1.1584765911312935,0.938787812484859,78,,,,,,,,,0.10049531823014593,0.031439790588076284,"{""xgb_gamma"": 0.10049531823014593, ""xgb_learning_rate"": 0.031439790588076284}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
299,5eb4555b-08cc-4b29-ac58-310c816adc9c,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5eb4555b-08cc-4b29-ac58-310c816adc9c.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.17776881888139906,0.93177471170701,0.5283919780076944,0.3854250947631198,359,-0.17776881888139906,0.8715539517633677,0.7593439035079045,77,-2.9531113421903803,1.5101407277989574,1.2754929601631926,78,,,,,,,,,0.1864165970478885,0.7959522302820945,"{""xgb_gamma"": 0.1864165970478885, ""xgb_learning_rate"": 0.7959522302820945}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
328,5a8a12e5-cc54-465d-b28b-e83c7b5dea13,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5a8a12e5-cc54-465d-b28b-e83c7b5dea13.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.18153298640155957,-0.11620051376875051,2.1372466000149344,1.7216275994679844,359,-0.18153298640155957,0.8729455907391265,0.6494867119123319,77,-0.15907271016510838,0.8177173968586484,0.67296677781335,78,,,,30.0,0.0,8.558436322354539e-06,"413,401,114","0.16,0.29,0.35",,,"{""best_epoch"": 0, ""dropouts"": [0.15738412602460375, 0.2921903616607071, 0.3463064559471816], ""layer_sizes"": [413, 401, 114], ""learning_rate"": 8.558436322354539e-06, ""max_epochs"": 30}",{}
304,9f75912e-cc11-4211-8509-a4d62d57be91,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_9f75912e-cc11-4211-8509-a4d62d57be91.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.18890985690844042,0.9196198939382213,0.5735322100734003,0.44265653311496744,359,-0.18890985690844042,0.8756664569921998,0.7333601893650027,77,-2.0687629818220152,1.3305450095750875,1.0857265935881057,78,,,,,,,,,0.2842247241843636,0.252709043597584,"{""xgb_gamma"": 0.2842247241843636, ""xgb_learning_rate"": 0.252709043597584}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
320,01bdf591-3e2d-47e4-b673-12a79d809b1a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_01bdf591-3e2d-47e4-b673-12a79d809b1a.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.18935392905755588,0.9317157489116731,0.528620256556009,0.38995227073917377,359,-0.18935392905755588,0.875829977707878,0.7364795988185804,77,-2.161122814968486,1.3504191305385755,1.085707825438884,78,,,,,,,,,0.17579093399208842,0.3070613052896276,"{""xgb_gamma"": 0.17579093399208842, ""xgb_learning_rate"": 0.3070613052896276}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
283,2f27b8b5-064f-4609-bb32-6fbf3f003713,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2f27b8b5-064f-4609-bb32-6fbf3f003713.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.1898591928137845,0.9182561688387282,0.5783770076016118,0.44661099508591523,359,-0.1898591928137845,0.8760159938906626,0.7400283162941914,77,-2.368481892498733,1.3940071639038092,1.1263482716196738,78,,,,,,,,,0.2811662127524973,0.1517642871187359,"{""xgb_gamma"": 0.2811662127524973, ""xgb_learning_rate"": 0.1517642871187359}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
316,3b4f0967-9ce6-4446-9562-176d075ea4f5,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3b4f0967-9ce6-4446-9562-176d075ea4f5.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.18998798129702243,0.9186744862454764,0.5768952107814,0.4426301313855925,359,-0.18998798129702243,0.8760634019029326,0.7398219379504584,77,-1.5127391449177114,1.2039864515373753,0.9933937952579013,78,,,,,,,,,0.2809531963243828,0.22297762474572974,"{""xgb_gamma"": 0.2809531963243828, ""xgb_learning_rate"": 0.22297762474572974}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
306,984a5384-d662-4a19-b786-80893e1d807d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_984a5384-d662-4a19-b786-80893e1d807d.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.19084341398400606,0.9056940024180729,0.6212310904950336,0.4860785026834374,359,-0.19084341398400606,0.876378228039642,0.7471727301569383,77,-1.7799992863204066,1.266398067979225,1.047942549825231,78,,,,,,,,,0.4839276403142737,0.27263561986351503,"{""xgb_gamma"": 0.4839276403142737, ""xgb_learning_rate"": 0.27263561986351503}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
252,b9cf3648-8d0a-42af-9c40-ac7d0a08f14c,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b9cf3648-8d0a-42af-9c40-ac7d0a08f14c.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.1941926048953284,0.9557472275560827,0.42555310935043567,0.33236653414317585,359,-0.1941926048953284,0.8776097489560163,0.736628605662219,77,-0.2759921612968439,0.8579696006075899,0.6935719456130861,78,136.0,38.0,7.0,,,,,,,,"{""rf_estimators"": 136, ""rf_max_depth"": 7, ""rf_max_features"": 38}",{}
322,70d2168d-f656-43c5-8b39-9a3e6062f3c5,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_70d2168d-f656-43c5-8b39-9a3e6062f3c5.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.19838826330565773,0.9176932863676582,0.5803649237104007,0.44867875559387793,359,-0.19838826330565773,0.8791500876647257,0.7406605406155737,77,-1.4591343996599613,1.1910747817852398,0.9766370202702185,78,,,,,,,,,0.29723267621976673,0.243806521599698,"{""xgb_gamma"": 0.29723267621976673, ""xgb_learning_rate"": 0.243806521599698}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
243,7d6242a6-f051-45c3-86fb-4be277d2d7de,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_7d6242a6-f051-45c3-86fb-4be277d2d7de.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,fingerprint,r2,normalization,-0.19973149749000596,0.9808211361634046,0.2801527976371379,0.2114030672600544,359,-0.19973149749000596,0.8796426549582765,0.728157643117529,77,-0.27656760877875297,0.8581630425461978,0.690396587627635,78,360.0,196.0,25.0,,,,,,,,"{""rf_estimators"": 360, ""rf_max_depth"": 25, ""rf_max_features"": 196}",{}
310,ba4b6668-284e-461f-aa3f-f618e27a65ec,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_ba4b6668-284e-461f-aa3f-f618e27a65ec.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.20212886873155678,0.8867377937818308,0.68081016943751,0.5391455465400472,359,-0.20212886873155678,0.8805210921601448,0.7545655123730441,77,-1.633284874740189,1.2325280715862463,1.0180525542786858,78,,,,,,,,,0.9939567699190236,0.3302721367661905,"{""xgb_gamma"": 0.9939567699190236, ""xgb_learning_rate"": 0.3302721367661905}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
311,4fdf06ca-2d34-4ee3-a7df-efa1aea33f21,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_4fdf06ca-2d34-4ee3-a7df-efa1aea33f21.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.204719141817725,0.9101716060516558,0.6063038741674974,0.47322637582985033,359,-0.204719141817725,0.8814692279389281,0.7412435752839386,77,-1.2843375743951122,1.1479633918438739,0.9548475382872527,78,,,,,,,,,0.40962141756371107,0.2621124729796586,"{""xgb_gamma"": 0.40962141756371107, ""xgb_learning_rate"": 0.2621124729796586}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
297,c1025cb3-a1e7-43e4-b207-5d8bbf12932a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_c1025cb3-a1e7-43e4-b207-5d8bbf12932a.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.20665657582546815,0.9324647931340126,0.5257129110818349,0.39069949907739665,359,-0.20665657582546815,0.8821777343174185,0.7441560549932574,77,-1.8695974165135665,1.2866439535370773,1.0536069240581107,78,,,,,,,,,0.14536192004161508,0.23927654011525937,"{""xgb_gamma"": 0.14536192004161508, ""xgb_learning_rate"": 0.23927654011525937}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
303,ad45fa09-f892-48d8-b694-6da5c361ccb5,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_ad45fa09-f892-48d8-b694-6da5c361ccb5.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.20939929899924548,0.894974834703273,0.6555868182200328,0.515767898931561,359,-0.20939929899924548,0.8831797575970656,0.7374340945963794,77,-2.0374000937247794,1.3237284351538845,1.0769499579590227,78,,,,,,,,,0.7452598527886242,0.26333437877235294,"{""xgb_gamma"": 0.7452598527886242, ""xgb_learning_rate"": 0.26333437877235294}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
124,6a5bbb7c-e337-4e6f-ac6c-9cbf531b879a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_6a5bbb7c-e337-4e6f-ac6c-9cbf531b879a.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,-0.22550989409084798,0.09006271601750315,1.7421954205770158,1.437629526845812,359,-0.22550989409084798,1.583677454246237,1.3750867415721895,77,-0.03598092483706683,1.7270457942346054,1.5346830628082098,78,,,,30.0,29.0,4.50342054320711e-06,"337,50,395","0.19,0.18,0.39",,,"{""best_epoch"": 29, ""dropouts"": [0.193305744465374, 0.17522920444380186, 0.3852398564032299], ""layer_sizes"": [337, 50, 395], ""learning_rate"": 4.50342054320711e-06, ""max_epochs"": 30}",{}
289,3f5e90af-2064-4bad-832b-c9ca393b9018,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_3f5e90af-2064-4bad-832b-c9ca393b9018.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.22653318149404855,0.8663106665218971,0.7396596111691306,0.5944406817902284,359,-0.22653318149404855,0.8894138767581851,0.7059573218566991,77,-0.7664031116504744,1.009468583898588,0.8090152953192277,78,,,,,,,,,0.6792286341145005,0.018741546529331053,"{""xgb_gamma"": 0.6792286341145005, ""xgb_learning_rate"": 0.018741546529331053}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
319,5dcc6cf5-84a0-4dfa-bdfb-afa38953cdda,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5dcc6cf5-84a0-4dfa-bdfb-afa38953cdda.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.2342624294623088,0.9381524528392119,0.5030889356234225,0.3599412173832346,359,-0.2342624294623088,0.892211886721975,0.7559220354590624,77,-1.5447792221542063,1.2116381861356342,0.998172707762984,78,,,,,,,,,0.10411339590856963,0.3624995831298164,"{""xgb_gamma"": 0.10411339590856963, ""xgb_learning_rate"": 0.3624995831298164}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
224,44ac20bd-dad9-4a2c-b65e-71d959f46335,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_44ac20bd-dad9-4a2c-b65e-71d959f46335.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,-0.23689968994106714,0.07294244175103903,1.758508562125062,1.4475969420221335,359,-0.23689968994106714,1.5910197230503489,1.3769438398905625,77,-0.04900934004254687,1.737871461405338,1.541500326045755,78,,,,30.0,29.0,1.0971173770035364e-05,"51,296,222","0.04,0.01,0.15",,,"{""best_epoch"": 29, ""dropouts"": [0.04396846993241015, 0.01450521883155469, 0.15237111269847192], ""layer_sizes"": [51, 296, 222], ""learning_rate"": 1.0971173770035364e-05, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
317,eca70010-a586-4243-8c39-6ca39d264b2b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_eca70010-a586-4243-8c39-6ca39d264b2b.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.2383102759108775,0.958659842822835,0.4113103022400544,0.23024092397583087,359,-0.2383102759108775,0.8936737235271955,0.7556277383380956,77,-2.2019050065249295,1.3591022100609988,1.1163498354745747,78,,,,,,,,,0.004532489535207051,0.31633587752647313,"{""xgb_gamma"": 0.004532489535207051, ""xgb_learning_rate"": 0.31633587752647313}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
117,70aaf6a6-be46-4510-ba78-b5f9312f73b6,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_70aaf6a6-be46-4510-ba78-b5f9312f73b6.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,-0.24686525169120155,0.0751956409284501,1.7563702480043595,1.4526252515401241,359,-0.24686525169120155,1.597416198499942,1.3896638498307816,77,-0.05345402253389975,1.7415492752455943,1.5498426553132034,78,,,,30.0,29.0,6.685157492833394e-06,"144,112,204","0.37,0.04,0.13",,,"{""best_epoch"": 29, ""dropouts"": [0.36527514153470664, 0.042186862397638206, 0.12793151805615088], ""layer_sizes"": [144, 112, 204], ""learning_rate"": 6.685157492833394e-06, ""max_epochs"": 30}",{}
305,8a7219df-5d40-4d2f-a778-70692cadfd30,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8a7219df-5d40-4d2f-a778-70692cadfd30.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.24704112264844147,0.894208815594814,0.6579732921993393,0.51883487722474,359,-0.24704112264844147,0.8968186636864913,0.7416846429566903,77,-0.8101290614227197,1.021886513614508,0.8336592351570241,78,,,,,,,,,0.7226622109666484,0.3195954205504235,"{""xgb_gamma"": 0.7226622109666484, ""xgb_learning_rate"": 0.3195954205504235}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
259,664a3646-5742-4396-91fa-bf2c57b03fbb,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_664a3646-5742-4396-91fa-bf2c57b03fbb.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.2577784192845356,0.9436751517918924,0.4801020283881487,0.3383727563829055,359,-0.2577784192845356,0.9006712908282721,0.7522583499317347,77,-1.215870975947655,1.1306290284167444,0.920691355774183,78,483.0,14.0,17.0,,,,,,,,"{""rf_estimators"": 483, ""rf_max_depth"": 17, ""rf_max_features"": 14}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
313,b4aa5bd1-9cd4-47f3-bc21-02136f643357,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b4aa5bd1-9cd4-47f3-bc21-02136f643357.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.26455034636187125,0.9224261620665577,0.5634315538060924,0.42820568400132214,359,-0.26455034636187125,0.9030926603420671,0.7533330634732897,77,-2.428131658104363,1.406295682576841,1.1442928641781858,78,,,,,,,,,0.25773755109597696,0.29399489582597116,"{""xgb_gamma"": 0.25773755109597696, ""xgb_learning_rate"": 0.29399489582597116}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
271,4b42f2d5-e7b6-4aff-b25f-2b2c3a2c0da6,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_4b42f2d5-e7b6-4aff-b25f-2b2c3a2c0da6.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.2726563561224393,0.39428371477111,1.5744111288291207,1.316428515556779,359,-0.2726563561224393,0.9059825349819511,0.6577590657769546,77,-0.08579028144266454,0.7914452412375832,0.6383497440594798,78,,,,30.0,29.0,1.5760790483001154e-05,"318,170,117","0.29,0.10,0.14",,,"{""best_epoch"": 29, ""dropouts"": [0.28873225836915817, 0.0956629942816651, 0.14406728168995878], ""layer_sizes"": [318, 170, 117], ""learning_rate"": 1.5760790483001154e-05, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
114,e0388388-6f4f-4a1b-b4bf-2e8c5e52ee83,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_e0388388-6f4f-4a1b-b4bf-2e8c5e52ee83.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,-0.2773574735511526,-0.005978216087304533,1.8318310911930438,1.5009793907875146,359,-0.2773574735511526,1.6168307106586355,1.3898375391196267,77,-0.10159572362569858,1.7808981986322614,1.571594874972673,78,,,,30.0,0.0,3.5472086930724744e-06,"30,160,47","0.35,0.02,0.22",,,"{""best_epoch"": 0, ""dropouts"": [0.3480148906205979, 0.0189694303952475, 0.22056094499272183], ""layer_sizes"": [30, 160, 47], ""learning_rate"": 3.5472086930724744e-06, ""max_epochs"": 30}",{}
268,d3816707-8624-4a29-9dd2-2d40bfbc20aa,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_d3816707-8624-4a29-9dd2-2d40bfbc20aa.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,fingerprint,r2,normalization,-0.279809545005711,-0.09464989101387178,2.116513996985996,1.726436024159709,359,-0.279809545005711,0.9085250843672952,0.657393853898031,77,-0.10320151627395413,0.7977656306916052,0.6427080148886518,78,,,,30.0,0.0,9.171078868114688e-06,"238,353,485","0.36,0.39,0.37",,,"{""best_epoch"": 0, ""dropouts"": [0.3575061747039053, 0.3865662115567774, 0.37070193882068], ""layer_sizes"": [238, 353, 485], ""learning_rate"": 9.171078868114688e-06, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
