,model_uuid,model_path,ampl_version,model_type,dataset_key,features,splitter,model_score_type,feature_transform_type,model_choice_score,best_train_r2_score,best_train_rms_score,best_train_mae_score,best_train_num_compounds,best_valid_r2_score,best_valid_rms_score,best_valid_mae_score,best_valid_num_compounds,best_test_r2_score,best_test_rms_score,best_test_mae_score,best_test_num_compounds,rf_estimators,rf_max_features,rf_max_depth,max_epochs,best_epoch,learning_rate,layer_sizes,dropouts,xgb_gamma,xgb_learning_rate,model_parameters_dict,feat_parameters_dict
48,5ada8c82-b638-4bdb-968a-0b7d6447c71b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5ada8c82-b638-4bdb-968a-0b7d6447c71b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7102280823568865,0.9761126492468172,0.282276764616469,0.20967116517420314,359,0.7102280823568865,0.7700811103133774,0.5954857538017451,77,0.8247086983849709,0.7104085127325318,0.5580469065070834,78,336.0,61.0,24.0,,,,,,,,"{""rf_estimators"": 336, ""rf_max_depth"": 24, ""rf_max_features"": 61}",{}
35,32a8f6ed-6d1e-4ccf-b6b0-69d0d3d8f4f3,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_32a8f6ed-6d1e-4ccf-b6b0-69d0d3d8f4f3.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7100446845241928,0.9594560627418635,0.3677511997759373,0.28015736335086583,359,0.7100446845241928,0.770324765510187,0.5998572804214465,77,0.8229727941832242,0.713917423463886,0.5585984133115468,78,269.0,82.0,7.0,,,,,,,,"{""rf_estimators"": 269, ""rf_max_depth"": 7, ""rf_max_features"": 82}",{}
96,32345682-8d28-473c-8233-269283377cb9,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_32345682-8d28-473c-8233-269283377cb9.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.709656559294632,0.9457806991887884,0.4252732773977558,0.27183213806199563,359,0.709656559294632,0.7708401595644222,0.5772681850334574,77,0.8161557898303464,0.7275334277759227,0.5551710078421527,78,11.0,112.0,26.0,,,,,,,,"{""rf_estimators"": 11, ""rf_max_depth"": 26, ""rf_max_features"": 112}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
153,2d22f645-23eb-4e6e-89f1-d5c86623929d,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2d22f645-23eb-4e6e-89f1-d5c86623929d.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7085311320533225,0.8086501170639518,0.7989235776388722,0.6786409095609595,359,0.7085311320533225,0.7723326772951464,0.593320724974414,77,0.778575638057438,0.7984370380911466,0.6492310543577006,78,,,,100.0,16.0,0.0012310519047870631,"353,245,414","0.39,0.15,0.16",,,"{""best_epoch"": 16, ""dropouts"": [0.3867971747896968, 0.15305954670702118, 0.15640616585956477], ""layer_sizes"": [353, 245, 414], ""learning_rate"": 0.0012310519047870631, ""max_epochs"": 100}",{}
15,b3514901-716b-4cbc-b85d-6adefcaf0b82,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b3514901-716b-4cbc-b85d-6adefcaf0b82.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7084672085408374,0.9508680492972651,0.40483042219418736,0.31212201819870755,359,0.7084672085408374,0.772417364746119,0.602270980296117,77,0.8185578583521342,0.7227649035579666,0.563034691854627,78,391.0,107.0,6.0,,,,,,,,"{""rf_estimators"": 391, ""rf_max_depth"": 6, ""rf_max_features"": 107}",{}
37,ee762740-7654-4d6f-97e1-6a825ebd3d06,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_ee762740-7654-4d6f-97e1-6a825ebd3d06.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7083709587511576,0.9731103197920721,0.299491124414048,0.22148986411135782,359,0.7083709587511576,0.7725448613362557,0.6010564493881183,77,0.8126721434012756,0.7343940607418108,0.5837589405833182,78,29.0,30.0,20.0,,,,,,,,"{""rf_estimators"": 29, ""rf_max_depth"": 20, ""rf_max_features"": 30}",{}
98,f4721b63-e033-4236-b832-3c43a766e5fa,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_f4721b63-e033-4236-b832-3c43a766e5fa.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7082514619414424,0.8895870306386927,0.6068777043079171,0.475023407472928,359,0.7082514619414424,0.7727031226517329,0.589003840037323,77,0.8149333785657471,0.7299481668634187,0.5775573395617027,78,402.0,54.0,6.0,,,,,,,,"{""rf_estimators"": 402, ""rf_max_depth"": 6, ""rf_max_features"": 54}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
192,925cc567-1bcd-4e79-bf22-c1eb6b611fc0,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_925cc567-1bcd-4e79-bf22-c1eb6b611fc0.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7082417382155733,0.9592495901693733,0.36868640879217257,0.26993076562170576,359,0.7082417382155733,0.7727159993070692,0.6296537887813541,77,0.782196773241436,0.7918813754159265,0.6214745924864217,78,,,,,,,,,0.11588378596384327,0.24575229518622288,"{""xgb_gamma"": 0.11588378596384327, ""xgb_learning_rate"": 0.24575229518622288}",{}
159,62459456-3666-4461-a72b-db9d9fb71481,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_62459456-3666-4461-a72b-db9d9fb71481.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7080446743775018,0.8474246823581233,0.7134002859743298,0.5780380795831408,359,0.7080446743775018,0.7729769150998859,0.5907012435040783,77,0.7946631571251511,0.76888504546436,0.6189834761957871,78,,,,100.0,14.0,0.00031521807575594874,"125,231,131","0.04,0.27,0.09",,,"{""best_epoch"": 14, ""dropouts"": [0.04350943127500378, 0.2664697305944565, 0.09392159854273247], ""layer_sizes"": [125, 231, 131], ""learning_rate"": 0.00031521807575594874, ""max_epochs"": 100}",{}
123,319aaf07-09b8-4ebd-8d4c-70797a7c8e4a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_319aaf07-09b8-4ebd-8d4c-70797a7c8e4a.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7078983856471515,0.8292925323610588,0.7546010368985571,0.6327098375787801,359,0.7078983856471515,0.7731705468652256,0.6056966169541722,77,0.7892156917824028,0.7790173179452534,0.6406253472594446,78,,,,30.0,8.0,0.0010012396882213288,"132,466,306","0.23,0.03,0.15",,,"{""best_epoch"": 8, ""dropouts"": [0.22666666503801217, 0.02891367126267741, 0.1498104351255992], ""layer_sizes"": [132, 466, 306], ""learning_rate"": 0.0010012396882213288, ""max_epochs"": 30}",{}
191,5fe84855-ca9c-4baa-a99b-d1f58cd47740,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5fe84855-ca9c-4baa-a99b-d1f58cd47740.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7074921436090674,0.957531753801669,0.37637719466167796,0.27530008990941673,359,0.7074921436090674,0.7737080058042388,0.6310204428291104,77,0.7803349131012519,0.7952588159625122,0.6221099319107208,78,,,,,,,,,0.1098276757271951,0.24053892995075563,"{""xgb_gamma"": 0.1098276757271951, ""xgb_learning_rate"": 0.24053892995075563}",{}
57,addfe0b1-83bb-420a-94f6-0665326f38dd,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_addfe0b1-83bb-420a-94f6-0665326f38dd.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7072485848386085,0.9740855934899361,0.2940097760396889,0.2115289081237691,359,0.7072485848386085,0.7740300555468569,0.6046884166207569,77,0.8256064619653625,0.7085869802708452,0.5616349557363216,78,42.0,40.0,17.0,,,,,,,,"{""rf_estimators"": 42, ""rf_max_depth"": 17, ""rf_max_features"": 40}",{}
229,6668bdfd-2718-4edb-adbd-940aef239efd,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_6668bdfd-2718-4edb-adbd-940aef239efd.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7071888102886155,0.8773466299995358,0.6396330273150889,0.49410151972060995,359,0.7071888102886155,0.7741090729902571,0.5983636076292921,77,0.7974971493722283,0.7635606597516094,0.6139800585638489,78,,,,30.0,18.0,0.0003972650628581865,"154,289,72","0.07,0.03,0.36",,,"{""best_epoch"": 18, ""dropouts"": [0.06728502036134465, 0.033391081420853876, 0.36020450392652603], ""layer_sizes"": [154, 289, 72], ""learning_rate"": 0.0003972650628581865, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
28,2e90115c-2aca-474d-96e4-1a21710aed65,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_2e90115c-2aca-474d-96e4-1a21710aed65.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.706775204469652,0.9755434119875384,0.2856203003593872,0.20809706999319585,359,0.706775204469652,0.7746556078277866,0.598445147387697,77,0.8183826509065538,0.723113784020645,0.5754570925646894,78,112.0,111.0,14.0,,,,,,,,"{""rf_estimators"": 112, ""rf_max_depth"": 14, ""rf_max_features"": 111}",{}
2,29d43d98-289b-4197-9a51-d9fa32bc968b,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_29d43d98-289b-4197-9a51-d9fa32bc968b.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7064577158895986,0.9701259973393024,0.3156732963969378,0.22774946741762422,359,0.7064577158895986,0.7750748727992242,0.6122444872893545,77,0.8115463904003435,0.7365974381814375,0.5680981073323524,78,15.0,48.0,13.0,,,,,,,,"{""rf_estimators"": 15, ""rf_max_depth"": 13, ""rf_max_features"": 48}",{}
149,259e0453-104a-4390-a4fa-53212d526385,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_259e0453-104a-4390-a4fa-53212d526385.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7051731490419841,0.835218621202028,0.7413874052767346,0.6265348971347187,359,0.7051731490419841,0.7767689193975593,0.6059001337601382,77,0.8082048697523234,0.7430991456568686,0.6095591123039296,78,,,,100.0,46.0,0.0006957747091212265,"16,167,498","0.33,0.39,0.36",,,"{""best_epoch"": 46, ""dropouts"": [0.3343156435455443, 0.3855452750346277, 0.3610332914284184], ""layer_sizes"": [16, 167, 498], ""learning_rate"": 0.0006957747091212265, ""max_epochs"": 100}",{}
49,5a2b310b-38ff-4f72-baba-c6260727b600,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5a2b310b-38ff-4f72-baba-c6260727b600.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7051244459330712,0.9736177269068599,0.29665197461701476,0.2170061813590078,359,0.7051244459330712,0.7768330748483574,0.6021392653143506,77,0.8011184141956655,0.7567026607663996,0.5909487918566813,78,50.0,186.0,29.0,,,,,,,,"{""rf_estimators"": 50, ""rf_max_depth"": 29, ""rf_max_features"": 186}",{}
138,9e1c2e04-ac49-473f-a5b3-d07fb0a0066f,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_9e1c2e04-ac49-473f-a5b3-d07fb0a0066f.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.704677456165394,0.8299920865104938,0.753053283252072,0.6401099678552682,359,0.704677456165394,0.7774216365994663,0.611234274556414,77,0.8091272878276644,0.7413100642086844,0.6074680370812011,78,,,,100.0,8.0,0.0002438559223629593,"324,296","0.24,0.01",,,"{""best_epoch"": 8, ""dropouts"": [0.2416521652009076, 0.006552327679863135], ""layer_sizes"": [324, 296], ""learning_rate"": 0.0002438559223629593, ""max_epochs"": 100}",{}
4,fdbb922e-226c-4775-b5ac-1abbd4a4bb16,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_fdbb922e-226c-4775-b5ac-1abbd4a4bb16.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7045411753831997,0.9741829366056685,0.29345705733020394,0.21370256135382723,359,0.7045411753831997,0.7776009920381249,0.6003889636539647,77,0.8109383478160075,0.7377847911883345,0.5866161748036354,78,81.0,104.0,13.0,,,,,,,,"{""rf_estimators"": 81, ""rf_max_depth"": 13, ""rf_max_features"": 104}",{}
94,ea800938-fb78-4564-babe-5cdd2e346ccc,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_ea800938-fb78-4564-babe-5cdd2e346ccc.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7045001253231005,0.9487666959219097,0.4133969994773848,0.2774016966601217,359,0.7045001253231005,0.7776550088014429,0.5619841346611609,77,0.8267216176463593,0.7063178249302897,0.535428977563895,78,353.0,163.0,16.0,,,,,,,,"{""rf_estimators"": 353, ""rf_max_depth"": 16, ""rf_max_features"": 163}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
214,41280b1f-4a59-4870-8a63-a068f1a975da,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_41280b1f-4a59-4870-8a63-a068f1a975da.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.703742188494997,0.9369913759571195,0.4584491117242624,0.35366907970203937,359,0.703742188494997,0.778651685879786,0.6449533462257999,77,0.7890211609049098,0.7793767089631612,0.6084708418820934,78,,,,,,,,,0.2986478960576737,0.2848005400378808,"{""xgb_gamma"": 0.2986478960576737, ""xgb_learning_rate"": 0.2848005400378808}",{}
30,674767ea-428c-468c-b92f-a3ab5640d899,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_674767ea-428c-468c-b92f-a3ab5640d899.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7035780992065912,0.9730544085831304,0.2998023258749167,0.2194877716824348,359,0.7035780992065912,0.7788672932141966,0.6092074128984517,77,0.816997105191908,0.7258668348566096,0.5760240586027564,78,52.0,116.0,31.0,,,,,,,,"{""rf_estimators"": 52, ""rf_max_depth"": 31, ""rf_max_features"": 116}",{}
152,57cc378d-3795-4a67-b241-9ee13e5ae9d1,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_57cc378d-3795-4a67-b241-9ee13e5ae9d1.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.703551893147286,0.8417390135279672,0.7265710205342529,0.6004014301122101,359,0.703551893147286,0.7789017214924671,0.599276865569696,77,0.7880052679333218,0.7812508601788425,0.6333017306614249,78,,,,100.0,25.0,0.00034369904846278765,"237,181,41","0.09,0.18,0.37",,,"{""best_epoch"": 25, ""dropouts"": [0.08520481186760041, 0.17721742965308082, 0.3671861895514446], ""layer_sizes"": [237, 181, 41], ""learning_rate"": 0.00034369904846278765, ""max_epochs"": 100}",{}
163,6122d83a-0bd2-4900-bcee-807f0eef6018,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_6122d83a-0bd2-4900-bcee-807f0eef6018.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7034059488714013,0.9363199946445571,0.4608851162703598,0.34950007346855994,359,0.7034059488714013,0.7790934283335035,0.624129364850466,77,0.7920434351778359,0.7737742827696974,0.6101783118586922,78,,,,,,,,,0.2913251214534937,0.07089376703758764,"{""xgb_gamma"": 0.2913251214534937, ""xgb_learning_rate"": 0.07089376703758764}",{}
177,19fab95b-8fa9-4e5d-8764-cedbee727ac4,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_19fab95b-8fa9-4e5d-8764-cedbee727ac4.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7033159659415507,0.9505665249902793,0.40607075055690767,0.3004080821197934,359,0.7033159659415507,0.7792116029775917,0.6123605799743579,77,0.7818063963033712,0.7925907171412596,0.6297641213196311,78,,,,,,,,,0.17498712764590776,0.20189781686286135,"{""xgb_gamma"": 0.17498712764590776, ""xgb_learning_rate"": 0.20189781686286135}",{}
113,5ba169df-d3e0-41ba-8ba6-b29c3c52283a,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_5ba169df-d3e0-41ba-8ba6-b29c3c52283a.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7032429936489113,0.8247827537336171,0.7645036496485774,0.6542654684654103,359,0.7032429936489113,0.7793074243812647,0.6235010419339374,77,0.8041898988795855,0.7508367476220629,0.6259327416508507,78,,,,30.0,7.0,0.00034210661335050467,"420,477,232","0.21,0.15,0.17",,,"{""best_epoch"": 7, ""dropouts"": [0.20835319867691549, 0.15346011931758388, 0.16616837906810003], ""layer_sizes"": [420, 477, 232], ""learning_rate"": 0.00034210661335050467, ""max_epochs"": 30}",{}
129,77a773a3-69d1-4e9e-9961-c11627b51156,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_77a773a3-69d1-4e9e-9961-c11627b51156.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7029461090604008,0.8375007427731487,0.7362356241912033,0.6168754028473626,359,0.7029461090604008,0.7796971481654206,0.6004920142969581,77,0.812333052259893,0.7350584411841237,0.5970374265126034,78,,,,30.0,29.0,8.370258427058408e-05,"439,326,386","0.18,0.21,0.00",,,"{""best_epoch"": 29, ""dropouts"": [0.17718694034592775, 0.2113443717557517, 0.0032415147507383504], ""layer_sizes"": [439, 326, 386], ""learning_rate"": 8.370258427058408e-05, ""max_epochs"": 30}",{}
151,8a28d7fe-a005-4365-8397-b8708b4e7bdb,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8a28d7fe-a005-4365-8397-b8708b4e7bdb.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7025300157486458,0.7927818889642523,0.8313903760485072,0.6962906139499448,359,0.7025300157486458,0.7802430309986069,0.6094469238911405,77,0.7573824824211117,0.8357743747959632,0.6833778393493748,78,,,,100.0,10.0,0.0010185807936499958,"223,333,74","0.35,0.40,0.37",,,"{""best_epoch"": 10, ""dropouts"": [0.35313901919595686, 0.3987285896150897, 0.36532364068229617], ""layer_sizes"": [223, 333, 74], ""learning_rate"": 0.0010185807936499958, ""max_epochs"": 100}",{}
132,c753f20e-cdea-4508-839c-647e66e78712,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_c753f20e-cdea-4508-839c-647e66e78712.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7015855877993185,0.8377746178972216,0.7356149393423078,0.6089778839591731,359,0.7015855877993185,0.781480633806465,0.6078260408925031,77,0.7842727772845701,0.7880984078921507,0.6385175109021949,78,,,,100.0,50.0,7.782775183917845e-05,"479,28","0.05,0.25",,,"{""best_epoch"": 50, ""dropouts"": [0.05139003194722713, 0.25318648270144045], ""layer_sizes"": [479, 28], ""learning_rate"": 7.782775183917845e-05, ""max_epochs"": 100}",{}
184,a334ab7e-69fc-4ae3-b4b0-71655e31241c,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_a334ab7e-69fc-4ae3-b4b0-71655e31241c.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7013661120208488,0.9737790378686323,0.2957436641823615,0.21359226300021333,359,0.7013661120208488,0.7817679599855628,0.6383956593321823,77,0.774377636633353,0.805970314209656,0.63102023029019,78,,,,,,,,,0.06038607640814872,0.23565085651792408,"{""xgb_gamma"": 0.06038607640814872, ""xgb_learning_rate"": 0.23565085651792408}",{}
106,d705b544-4d3c-40b4-873b-239a6ccdb4ec,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_d705b544-4d3c-40b4-873b-239a6ccdb4ec.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7008039209979996,0.8371072510062207,0.7371264820786008,0.6119878098246456,359,0.7008039209979996,0.7825034697442637,0.6065809207067753,77,0.8020690002919996,0.7548921044973984,0.6092546415784869,78,,,,30.0,15.0,0.00011949831239274154,"308,295,299","0.11,0.10,0.01",,,"{""best_epoch"": 15, ""dropouts"": [0.11098810502469313, 0.09567248066595169, 0.009864809240640504], ""layer_sizes"": [308, 295, 299], ""learning_rate"": 0.00011949831239274154, ""max_epochs"": 30}",{}
185,8ba08b58-c62f-414d-8d46-b16049199569,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_8ba08b58-c62f-414d-8d46-b16049199569.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7006195140424801,0.9562882947241884,0.3818475535172782,0.2785694972844165,359,0.7006195140424801,0.7827445772739676,0.6322548184247215,77,0.7881682569960262,0.7809504757575163,0.6037600016526128,78,,,,,,,,,0.11308155550748972,0.29954288706375787,"{""xgb_gamma"": 0.11308155550748972, ""xgb_learning_rate"": 0.29954288706375787}",{}
90,b19dd2dd-e204-40da-b62c-6926e41bd912,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_b19dd2dd-e204-40da-b62c-6926e41bd912.tar.gz,1.6.0,RF,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7004394019708693,0.9505791791895868,0.4060187733380739,0.26408734120996746,359,0.7004394019708693,0.7829799976773107,0.5651214668601559,77,0.8270847552010073,0.7055773256067832,0.5352049153529967,78,310.0,146.0,28.0,,,,,,,,"{""rf_estimators"": 310, ""rf_max_depth"": 28, ""rf_max_features"": 146}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
227,225311db-4721-45e9-ac7d-7a2cdb361110,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_225311db-4721-45e9-ac7d-7a2cdb361110.tar.gz,1.6.0,NN,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,ecfp,scaffold,r2,normalization,0.7004210502818274,0.8693970236280553,0.6600360778385717,0.5291340091238673,359,0.7004210502818274,0.7830039807803558,0.6170211980837708,77,0.8174279267385983,0.7250119212255127,0.5936027220915907,78,,,,30.0,11.0,0.0006659366416949657,"329,62,485","0.06,0.14,0.20",,,"{""best_epoch"": 11, ""dropouts"": [0.055673721865431826, 0.14326091713042183, 0.19501542868096464], ""layer_sizes"": [329, 62, 485], ""learning_rate"": 0.0006659366416949657, ""max_epochs"": 30}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
179,14a055c2-af93-4e95-890e-810bd2b04ec8,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_14a055c2-af93-4e95-890e-810bd2b04ec8.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7003842133414526,0.9587766756281313,0.37081956792595433,0.275415240249913,359,0.7003842133414526,0.7830521193167408,0.6365390541324393,77,0.7795635997231294,0.7966537947026966,0.6259534970653231,78,,,,,,,,,0.12014688614356728,0.3177549607101109,"{""xgb_gamma"": 0.12014688614356728, ""xgb_learning_rate"": 0.3177549607101109}",{}
198,965374e5-d95e-45af-a4df-563402c6e167,tmp_kcna3_rdkit_raw/curated_kcna3_ic50_model_965374e5-d95e-45af-a4df-563402c6e167.tar.gz,1.6.0,xgboost,/home/apaulson/repos/AMPL_umbrella/AMPL/atomsci/ddm/examples/tutorials2023/dataset/curated_kcna3_ic50.csv,rdkit_raw,scaffold,r2,normalization,0.7001820202641493,0.9893946833868076,0.1880844783757426,0.12065596228020548,359,0.7001820202641493,0.7833162926718089,0.6324026596154338,77,0.7788066698304976,0.7980203891165155,0.6388918305511907,78,,,,,,,,,0.005069237815272187,0.25612773422542884,"{""xgb_gamma"": 0.005069237815272187, ""xgb_learning_rate"": 0.25612773422542884}",{}
